tmp,nontmp,real_label,predict_label,predict
P33338,P60010,1,0,0.8662746
P33338,P53188,1,0,0.86610377
P40989,P06780,1,0,0.8658203
P39004,P15891,1,0,0.8653196
P53842,P04050,1,0,0.86506414
P38631,P06780,1,0,0.86479497
P39928,P05626,0,0,0.8642236
P04821,P10592,1,0,0.86405075
Q12006,P07276,0,0,0.8631065
P33311,P40352,0,0,0.86161804
P40550,Q08278,0,0,0.8615689
Q08409,Q12507,0,0,0.86131406
P38244,P38439,0,0,0.86099666
P39928,P39743,1,0,0.86043066
Q03648,P40856,1,0,0.85890824
Q08269,P15891,0,0,0.85840774
P40550,Q03973,1,0,0.85712993
P32660,P53135,0,0,0.85703194
P39928,P15992,1,0,0.85684466
Q06668,Q08224,1,0,0.8565091
P32900,P50111,1,0,0.855538
P39727,P32790,0,0,0.8548343
P32900,P05739,1,0,0.85466754
Q04228,P03069,0,0,0.85394657
P25045,Q06344,1,0,0.85320866
P40075,P53252,1,0,0.8525033
P41800,P25847,1,0,0.8522506
P38929,Q06436,0,0,0.85163534
P40989,P32606,0,0,0.8514738
P38310,P40069,1,0,0.851412
Q03707,Q07732,0,0,0.850792
P38085,P40069,1,0,0.8507805
P43564,P14904,1,0,0.8507135
P36046,P25349,0,0,0.8503779
P16547,P41811,1,0,0.8500786
Q03707,Q02821,1,0,0.85007477
Q06668,P40069,1,0,0.8498246
P38767,Q03792,0,0,0.84939235
P39928,Q03940,1,0,0.848812
O13543,P38996,0,0,0.84861064
P28496,P14771,0,0,0.8485179
Q03798,P32494,0,0,0.8482152
P38085,Q12329,1,0,0.8476398
P04840,P40856,1,0,0.84739476
P33338,P02568,1,0,0.8469957
P40550,P00729,0,0,0.8463485
P38297,P38885,0,0,0.8449632
P47186,P38623,0,0,0.8444184
P33336,P53252,0,0,0.8429588
Q08337,P04050,0,0,0.842692
Q06668,Q06490,1,0,0.84223664
P38881,P39968,1,0,0.8405476
Q03713,P19659,0,0,0.8400037
P13587,Q12136,1,0,0.83975965
Q03944,P53917,1,0,0.8396972
Q06668,Q08975,1,0,0.83956146
P34237,P06777,1,0,0.839293
P36046,P20604,1,0,0.83906436
P04821,P10591,1,0,0.8390558
P32386,P07276,0,0,0.83879876
P39685,P47042,1,0,0.8385782
Q05787,P06777,1,0,0.8384586
Q06676,P34216,0,0,0.83834136
Q06159,P30624,0,0,0.83794916
Q12241,Q08951,1,0,0.83740425
P39103,P40856,0,0,0.8371957
P47045,P11484,0,0,0.8366616
P07213,P06244,0,0,0.836071
P38825,Q12415,1,0,0.83579683
Q12142,P36119,0,0,0.8355168
P16547,P40971,0,0,0.8353555
P22214,Q12451,1,0,0.834745
P29465,Q06667,0,0,0.8345998
Q03707,P38814,0,0,0.83408856
P47186,P40971,1,0,0.8335913
Q03640,Q12379,1,0,0.8332035
Q08234,P53976,1,0,0.8328941
P40075,P21957,1,0,0.8319474
P39928,P07342,1,0,0.83181715
P39734,P39968,0,0,0.8315936
P32319,P32606,0,0,0.83116865
Q06538,Q07418,0,0,0.8309275
P07213,P16451,1,0,0.8308846
Q04958,P32337,1,0,0.8304223
P32900,Q07457,1,0,0.82898426
P39010,Q12280,1,0,0.8287473
P28584,Q01560,0,0,0.82846546
P11710,P24583,1,0,0.8278658
P40438,P22517,0,0,0.82777953
P04821,P20604,1,0,0.82727015
P40557,P34216,0,0,0.82665455
Q04370,Q07418,1,0,0.82609737
P36956,P38260,0,0,0.8259909
P38130,P32790,1,0,0.82461333
Q08234,P32796,1,0,0.8241365
Q03697,P11972,1,0,0.8240683
P40474,P46970,0,0,0.8238981
P04821,P38217,1,0,0.8235587
P53074,P25847,0,0,0.82307345
P04821,Q04329,0,0,0.8228704
Q08023,Q05515,1,0,0.82279193
P32319,Q02892,0,0,0.8227409
P32319,P39743,0,0,0.82273847
P39685,P52593,1,0,0.8227285
P13134,P47113,1,0,0.8225914
P36148,P41811,1,0,0.82238984
P40989,P15703,0,0,0.82229304
P32319,Q03063,1,0,0.8221468
P28795,Q07418,1,0,0.82137775
P38767,P05066,0,0,0.8206886
P50078,P24583,1,0,0.82042736
P12683,P40357,0,0,0.81999487
P38825,P11484,1,0,0.81991947
P40970,P39993,1,0,0.8189441
P32621,P34250,0,0,0.8189383
Q06169,P31383,0,0,0.8177259
P36046,P87108,1,0,0.8177099
P38695,P20604,1,0,0.81719977
Q12275,P53550,1,0,0.8171338
P23641,P40856,1,0,0.8168242
Q04947,P03588,1,0,0.81671095
P33338,P39940,1,0,0.8166998
P38168,Q03834,0,0,0.8165771
P38767,P07251,0,0,0.81633097
P39986,P37302,0,0,0.81618774
P16547,P14680,0,0,0.8160773
P32629,P38249,0,0,0.8159493
P37267,Q12280,0,0,0.815941
Q03824,P38112,1,0,0.81585646
P53740,P38996,0,0,0.815614
Q06668,P38753,0,0,0.81544876
Q04370,P40562,0,0,0.81523156
P38756,P38810,0,0,0.81471527
Q07865,P39730,0,0,0.81464124
P87274,Q03834,0,0,0.8144897
P40550,P32838,0,0,0.8139059
P53631,Q04964,0,0,0.8135712
P14906,P02829,0,0,0.81332254
Q12063,P40069,1,0,0.8132776
P49573,P41811,1,0,0.813117
Q03824,Q07418,1,0,0.81237555
Q08144,P11972,1,0,0.8118769
P47069,P32562,1,0,0.8116551
P38428,P53009,1,0,0.81135905
P25385,P32790,1,0,0.81074786
P38881,Q12193,0,0,0.81017816
P18239,P40856,0,0,0.8099829
P38770,P47025,0,0,0.80992407
P38225,Q12136,1,0,0.8098388
P41544,P32790,1,0,0.80958337
P04821,P09435,1,0,0.8094288
P53049,P31383,1,0,0.80940545
P42838,P46970,1,0,0.8093679
P40970,P34730,1,0,0.80917436
P11710,P40450,1,0,0.8080808
P40438,P38886,0,0,0.80786705
P38297,P15625,0,0,0.80734897
P36956,P25659,0,0,0.8071884
Q04228,P61864,1,0,0.8068433
P38717,Q08245,0,0,0.8066853
P16547,P47101,0,0,0.8061919
P38631,Q03103,1,0,0.80601096
P32843,P53335,1,0,0.8059256
P04821,P38321,1,0,0.805717
P25297,P40991,1,0,0.80571234
P40970,P14742,1,0,0.80526555
P32486,P13186,1,0,0.8052615
P38343,P39985,0,0,0.8050886
P40970,P29311,1,0,0.8046516
P33767,P53620,1,0,0.80447626
P38767,P36108,0,0,0.8040037
P04821,P01120,1,0,0.80388284
Q03370,P40956,0,0,0.8032624
Q03944,P04385,1,0,0.8029121
P46989,P53552,0,0,0.8026119
P39928,P25659,0,0,0.8025243
P41800,P20967,1,0,0.80174625
P39004,Q12236,1,0,0.8011652
P14359,P32790,1,0,0.80089474
P32843,P60010,0,0,0.8008945
P39003,P06839,1,0,0.8006637
P33338,Q12134,1,0,0.8004993
Q12142,P38431,1,0,0.80046034
Q04958,P31378,0,0,0.80014855
P47186,P15303,0,0,0.80001545
P39685,Q03790,1,0,0.7996273
P12684,Q12469,1,0,0.79931176
Q12466,P38316,1,0,0.79928577
P38770,P17536,0,0,0.799053
P32867,Q12451,1,0,0.7990228
P33767,P24583,1,0,0.79878384
Q12256,P39969,0,0,0.79874957
Q12489,P43619,1,0,0.7987057
P32901,P38713,0,0,0.7985766
P36044,P46677,1,0,0.79828465
P04821,Q12216,1,0,0.79721135
Q03648,P46673,1,0,0.79693687
Q03944,Q12230,1,0,0.7966933
P32343,Q12136,0,0,0.79564536
P38631,Q99299,1,0,0.7954448
P53049,P07258,0,0,0.79534733
P32486,P04147,1,0,0.7941768
Q99271,P38748,1,0,0.7940248
P21560,P46673,1,0,0.7936237
Q12270,P32790,1,0,0.79361165
P53322,P36080,0,0,0.7935753
P38297,P34162,1,0,0.79345584
Q06148,P12954,1,0,0.7933152
P38757,P24583,0,0,0.7930776
P38849,P22147,0,0,0.79258704
P32901,Q04437,0,0,0.79225564
P38717,P06782,1,0,0.7920977
P04821,P53733,1,0,0.79184407
P39010,P32917,1,0,0.79118526
P04840,Q04437,1,0,0.7911464
P11710,Q12280,1,0,0.79092085
P07213,P08468,1,0,0.79078376
P38286,P25847,0,0,0.7899051
Q12436,Q12176,0,0,0.78980356
P25619,Q12136,1,0,0.78913915
P13134,Q07804,0,0,0.7889834
Q04958,P40352,0,0,0.78881854
P43536,P30822,1,0,0.7886504
P38310,P39993,1,0,0.78816485
P38767,Q12156,0,0,0.7879577
P39003,Q12236,1,0,0.7870503
P33311,Q12039,1,0,0.78681827
P42838,P35817,0,0,0.7866416
P40438,P22202,0,0,0.7866125
P00425,P32074,0,0,0.78655684
P32564,Q04437,0,0,0.7864807
P53394,Q04437,1,0,0.78632134
P38176,P39730,0,0,0.78607523
P80667,P40450,1,0,0.7860182
P53878,P41811,1,0,0.7857195
P12683,Q02574,0,0,0.785337
P53181,P39985,0,0,0.7852048
P04840,P50942,1,0,0.7851763
Q99393,P35736,0,0,0.78465986
Q06493,P43587,0,0,0.78454995
P36044,Q12365,0,0,0.78437173
P54074,P39969,0,0,0.7842616
P25639,P40450,0,0,0.78417575
P25045,Q12343,0,0,0.7835842
Q08409,P40567,1,0,0.7834956
P13181,P36116,0,0,0.7833402
P53756,P43633,1,0,0.7832887
P04821,P38272,1,0,0.78318703
P25628,Q06436,1,0,0.78289723
Q06169,Q08949,0,0,0.78256494
P33296,P40069,1,0,0.7824808
P36046,P43570,1,0,0.78244656
P43590,P22515,0,0,0.78214645
P04821,P01123,0,0,0.78197026
Q12466,P40051,0,0,0.7817913
P29704,Q12193,0,0,0.7811014
P41543,P24583,1,0,0.7807014
P38631,P38691,0,0,0.7804557
Q08234,P25635,0,0,0.7803253
Q06567,P46682,0,0,0.7796639
Q06159,Q03954,0,0,0.77952325
P39004,P39101,1,0,0.7787504
P36081,P38238,0,0,0.77812886
Q06148,P53150,1,0,0.77787983
P39010,P35197,1,0,0.7775582
P46991,Q12136,1,0,0.7770747
Q12241,P46682,1,0,0.77696633
P11710,P34250,1,0,0.77696276
P38767,P38729,1,0,0.77692235
Q08548,P22515,0,0,0.776621
P39006,P34226,0,0,0.77582705
P39986,Q04399,0,0,0.77535987
P32361,Q00916,1,0,0.7752316
P38881,Q03195,1,0,0.7751944
Q06668,P34730,1,0,0.77501583
P32843,P38064,0,0,0.77487576
Q02725,P32335,1,0,0.7748488
P32843,Q07350,1,0,0.77457345
Q04734,P07271,1,0,0.7737005
P53918,P21304,1,0,0.7732713
Q04935,P29295,0,0,0.7731178
P53878,Q12046,0,0,0.77257395
P48813,Q08951,0,0,0.7724225
Q06169,P54858,0,0,0.7714306
P32341,P27466,1,0,0.7713398
P33311,P33757,0,0,0.7713301
P39928,Q03406,0,0,0.7708998
P28795,P07807,0,0,0.7707654
Q07549,P38764,1,0,0.77071106
P53116,P30822,1,0,0.770665
Q03707,P00546,1,0,0.77058893
Q08269,P05694,0,0,0.77054083
P14180,P42843,0,0,0.7703799
P53745,P17536,0,0,0.7701378
P47069,P15992,0,0,0.7699659
P50088,P53620,0,0,0.7699023
Q06169,Q02821,1,0,0.76986384
P32361,Q02891,0,0,0.769786
Q03697,P35056,0,0,0.7695106
P33296,P22515,1,0,0.7692847
P36029,P03588,0,0,0.7689913
P50080,P04050,0,0,0.7683407
P39928,Q03441,0,0,0.7666353
Q04228,P47135,1,0,0.76661026
P38726,Q06412,0,0,0.7665493
P38325,P53917,0,0,0.7661639
P40451,P40069,0,0,0.7661631
Q12013,P39944,1,0,0.76558673
Q06247,P30822,0,0,0.76540077
Q07811,P38996,1,0,0.7650788
P47069,Q12366,1,0,0.7644899
Q03707,Q03406,1,0,0.76444626
P47186,Q12250,0,0,0.7642332
P33300,P38170,0,0,0.76420045
Q06644,Q12136,1,0,0.7641868
P36148,P43621,1,0,0.7639116
P16547,Q12138,0,0,0.7638557
P39685,P32939,0,0,0.76356715
Q08269,P48234,0,0,0.7635268
P39685,P00546,1,0,0.7632909
P27809,Q07804,0,0,0.76280564
P39986,Q03655,1,0,0.7621161
P23641,P53599,1,0,0.7619027
P39004,P40971,1,0,0.7618964
P53083,P20967,1,0,0.7618005
Q06538,P14680,1,0,0.7614318
Q04228,P53733,0,0,0.7610919
P38995,P40485,0,0,0.7608406
P28584,P38753,0,0,0.7606585
P53049,Q03532,0,0,0.7601515
P52871,P31688,1,0,0.7599517
P38881,Q07657,0,0,0.75970864
P46971,Q12366,0,0,0.7594844
P36169,P53870,0,0,0.75919616
P40508,P36120,0,0,0.7584754
P38190,P38708,0,0,0.75796616
P38695,P00331,0,0,0.7575834
P53093,Q12136,1,0,0.7572829
P38114,P07703,1,0,0.7571019
P32339,P07276,0,0,0.7569692
P47161,P53127,0,0,0.75680137
Q08269,P39002,1,0,0.75632644
P40497,P40482,0,0,0.7563126
P36044,P46984,0,0,0.75617266
P36044,P25036,1,0,0.7560142
Q03795,Q07418,1,0,0.7559538
P38085,Q08754,0,0,0.75576437
Q08749,P05453,1,0,0.75559825
P40890,P35203,0,0,0.7550123
P38356,P80235,0,0,0.754977
P38363,Q02875,1,0,0.7547226
P14906,P16474,1,0,0.7545458
Q06668,Q08754,0,0,0.75437677
P32900,P54786,1,0,0.7538024
P38310,Q08271,1,0,0.7531023
P31381,Q07896,0,0,0.752897
P40578,P46677,0,0,0.7526872
P23641,Q04437,1,0,0.7525976
P33311,P47135,1,0,0.7524811
P40556,P39969,0,0,0.7524402
P32341,P38873,1,0,0.75238043
P13181,Q92328,0,0,0.75145125
P32331,P32591,0,0,0.75144386
P53845,Q04924,0,0,0.7510631
P40497,Q12046,0,0,0.75077534
P40549,P32602,0,0,0.75052917
P40556,P38170,0,0,0.7503984
P38799,P31688,0,0,0.75004935
Q03691,Q08224,0,0,0.7497972
P39928,P04173,1,0,0.7494544
P33338,P32793,1,0,0.74938583
Q08234,P40858,1,0,0.749093
Q12443,Q08975,0,0,0.7487098
Q03714,P33760,1,0,0.74845386
P14906,P32641,0,0,0.74834126
P13134,P15303,0,0,0.74783564
P53203,P25357,0,0,0.7478043
P36046,P07279,0,0,0.7467208
P39734,P32602,1,0,0.7466808
Q04228,P22213,0,0,0.746597
P38152,P38737,0,0,0.74610496
P48813,P38439,1,0,0.74594516
P33338,Q12446,1,0,0.74549687
Q06159,Q12527,1,0,0.7454218
Q12407,P38862,0,0,0.7453857
P42838,Q08224,1,0,0.74525714
Q03648,P40482,0,0,0.7448206
P54074,P38873,0,0,0.7448071
P33448,P30822,0,0,0.744767
P39103,Q12415,1,0,0.7446339
P18239,P38883,1,0,0.7443274
P18239,Q04437,1,0,0.7441089
P38079,P38604,1,0,0.74388087
P48236,P47113,0,0,0.7437981
Q12240,P40856,0,0,0.7436367
P38880,P15938,1,0,0.742941
P38307,P38996,0,0,0.7428433
P38723,Q01163,1,0,0.7428411
P39004,P29295,1,0,0.7427576
P34251,Q06412,0,0,0.7422895
P04821,P40961,0,0,0.74142253
P25351,P20967,0,0,0.7412097
P32341,P05694,0,0,0.7410489
P38179,P22515,1,0,0.7410438
P21560,Q00916,1,0,0.7409296
Q12144,P32790,1,0,0.74090934
P18410,P08566,0,0,0.74064696
P41800,P40150,1,0,0.74037683
P04840,Q99247,1,0,0.74030143
P32353,P38080,0,0,0.74027294
P53220,Q12236,1,0,0.73999846
P28791,P47037,0,0,0.7399845
P40497,P38795,1,0,0.7398758
P27825,P07807,1,0,0.73983
P11710,P31374,1,0,0.73968536
P46971,Q07528,0,0,0.7395343
Q06466,P32074,0,0,0.73932993
P14772,P40582,0,0,0.73927426
P38156,P08153,0,0,0.7390929
P25354,P53917,0,0,0.73886365
P14906,P39929,0,0,0.73880136
P46989,P40971,0,0,0.73875725
P36028,P32641,0,0,0.73850995
P38318,P14771,0,0,0.7378768
Q12324,P39014,1,0,0.7377391
Q12013,P50277,0,0,0.7376893
P39103,Q04636,0,0,0.73758125
Q12516,Q07418,0,0,0.7373198
Q02969,P32796,0,0,0.7367636
P39924,P40016,0,0,0.7366442
P46956,Q04437,1,0,0.7364834
P04821,P01119,1,0,0.73628455
Q03770,P40450,0,0,0.7360842
P53339,P35817,0,0,0.7354657
Q05934,P35736,1,0,0.73521936
P40169,Q12349,1,0,0.735021
P42838,P40069,1,0,0.7349937
P32621,P32505,0,0,0.73424786
Q12489,P40439,1,0,0.7340931
P38881,P53632,1,0,0.7340919
P40970,P38217,1,0,0.73385555
P32465,P38829,1,0,0.73382324
Q03788,P53741,0,0,0.7337872
P38825,P38751,0,0,0.7334094
Q12325,P34221,0,0,0.7333926
P40319,Q02875,0,0,0.7332177
Q03944,P15992,1,0,0.7331184
P38717,P00546,1,0,0.7330167
Q03944,Q05040,1,0,0.7329699
Q08428,Q06412,1,0,0.7328977
P25580,P09232,1,0,0.73279774
P38131,Q08271,1,0,0.732395
P40528,Q08271,1,0,0.7323897
P38156,Q04951,0,0,0.7318501
P40056,P32917,0,0,0.73177433
P38297,P39108,1,0,0.7314322
P28791,Q00764,0,0,0.7313254
P39004,Q12107,0,0,0.7312052
P31377,P46673,0,0,0.73082334
P53322,P41810,0,0,0.7307586
P27809,P53632,0,0,0.7306996
P41800,P23287,0,0,0.7306943
P41543,P38713,0,0,0.72992676
P38631,P53126,0,0,0.7298934
P87281,Q12136,1,0,0.7298888
P38253,P37366,0,0,0.72947896
P36060,P09457,0,0,0.7293422
P11710,P40020,1,0,0.7289907
P32854,P11972,1,0,0.7284335
P13181,P26755,0,0,0.7283277
P40497,P32505,1,0,0.7279223
Q08234,Q08108,0,0,0.72784436
P23641,P53622,1,0,0.7271454
P38993,P31378,1,0,0.72685975
P53344,P40971,1,0,0.726689
Q08144,P32602,1,0,0.72667825
P28584,Q07457,0,0,0.726676
P47069,Q04502,0,0,0.72667503
P40075,P38882,1,0,0.72642815
P39006,P47149,0,0,0.7264063
Q08970,Q02983,1,0,0.72640157
P39004,Q07949,1,0,0.72594786
P53730,P46970,0,0,0.72579235
P18410,P32591,1,0,0.72563577
Q12240,Q08951,0,0,0.7256185
P38072,Q12107,0,0,0.72543806
P41800,P40513,1,0,0.7253408
P00425,Q01163,0,0,0.72513175
P32341,P39993,0,0,0.7251159
P43552,P38862,0,0,0.7250462
O13583,P53252,0,0,0.7250448
P53049,P53930,0,0,0.7247095
P49573,P38147,1,0,0.724319
Q07881,P31688,0,0,0.72418946
P18239,P06839,1,0,0.72391886
P46972,P35817,0,0,0.7238406
P36096,P40091,1,0,0.7235559
P25358,Q00772,0,0,0.72318226
Q04370,P42936,0,0,0.7230945
P40988,P40991,1,0,0.7230854
P14180,Q06098,1,0,0.72300696
P53339,Q12136,1,0,0.72274643
P38631,P36149,1,0,0.72237915
P04710,P46682,0,0,0.72188896
P40451,P40562,1,0,0.72188425
P38310,P43598,0,0,0.72184986
P80667,P15274,1,0,0.72147036
P04710,P06839,1,0,0.7213881
P53176,P24583,0,0,0.721228
Q12691,Q06408,1,0,0.7210047
P40504,P40063,0,0,0.720779
P25580,Q07528,0,0,0.7199455
P12683,P53718,1,0,0.71982014
Q03714,Q02873,0,0,0.7196058
Q08234,P32179,0,0,0.7194128
Q03944,P02557,1,0,0.71884024
P40035,P11972,0,0,0.71868104
P39685,P34077,1,0,0.7186692
P22214,P38713,1,0,0.71863973
Q02774,Q08975,0,0,0.717852
Q04562,P46673,0,0,0.71780926
P48813,P38883,0,0,0.7177196
P36029,P32505,0,0,0.7175652
P41800,P25336,1,0,0.7175032
P36163,P38970,0,0,0.7174476
P39563,P15315,0,0,0.7174086
P39718,Q07418,1,0,0.7173392
P40989,P40961,0,0,0.71726584
P38085,Q08245,1,0,0.71720326
P39003,Q08278,0,0,0.71693826
P39924,P87288,0,0,0.71665794
P32522,P38696,0,0,0.7162117
Q12325,Q02983,0,0,0.71614754
P39926,P38862,1,0,0.716091
P32361,P16474,1,0,0.7160644
P37265,P32494,1,0,0.71560264
P36142,Q04437,1,0,0.71505946
Q04947,P39984,1,0,0.71470803
P47045,P87108,1,0,0.7146543
P40085,P39517,1,0,0.71452713
P23641,P47113,1,0,0.7145052
P38929,P38784,0,0,0.71447843
P11710,P36119,1,0,0.7143074
P28584,Q07442,0,0,0.7139907
Q03370,P38633,1,0,0.71393025
Q06148,P06778,0,0,0.7138925
P34230,P32381,0,0,0.71334517
P40476,Q12349,1,0,0.7133106
P40526,P25847,0,0,0.7130635
P22214,P32074,1,0,0.71304166
Q03944,P35191,1,0,0.7129825
P40075,P38886,1,0,0.7128911
Q08970,Q03532,0,0,0.7126826
Q06143,P38112,0,0,0.71250796
Q08970,P06843,0,0,0.71244097
P14906,P07246,0,0,0.7123586
Q12489,Q01217,0,0,0.7123255
P38298,P21957,0,0,0.7122195
Q04746,P41901,1,0,0.71144265
Q06493,P40041,1,0,0.7110375
Q12241,P32602,1,0,0.7108648
Q12443,P03588,1,0,0.7108642
Q12171,P30822,1,0,0.71077377
P41800,P32787,1,0,0.7105863
Q04835,P32790,1,0,0.710377
Q06169,Q03790,1,0,0.7103623
P25580,P53736,0,0,0.71026695
P32621,P40047,1,0,0.71021175
Q03697,Q99395,0,0,0.7101763
P39924,P07703,1,0,0.7101547
Q12013,P14742,0,0,0.71006805
P46956,P53622,1,0,0.71001256
P38721,P32917,0,0,0.709975
P40476,P32491,0,0,0.70990825
P11710,Q12309,1,0,0.7097156
P38825,Q01519,0,0,0.7094883
Q99393,P53917,0,0,0.7094414
P40497,P25604,0,0,0.7093431
P53093,P13186,0,0,0.7092547
P47069,P17214,1,0,0.70918316
P46971,Q08004,0,0,0.70916265
P38085,P25491,1,0,0.7090609
P40504,Q12071,0,0,0.70902926
Q04629,P53741,1,0,0.7090201
Q12284,P48562,0,0,0.7086858
P39003,Q07949,1,0,0.70843655
P34230,P40465,0,0,0.7084084
P32462,Q12136,1,0,0.7081102
P38250,P29055,1,0,0.7080262
P40009,P07807,0,0,0.7079984
P40169,P53295,0,0,0.7079819
P47045,P32830,1,0,0.70791423
P53306,Q12236,0,0,0.7078903
P53220,Q12098,1,0,0.70764077
P12866,P12398,0,0,0.7076045
Q03944,Q02516,0,0,0.7074691
P25385,P32074,1,0,0.7073372
P39986,P39975,0,0,0.707062
P32386,Q04437,1,0,0.7070576
P38150,P21691,0,0,0.7068468
Q07660,Q12469,0,0,0.70670545
P39924,P38633,0,0,0.70659304
P14020,P38700,0,0,0.7065784
P25580,P53930,0,0,0.7065068
P32341,P25364,0,0,0.706059
P25340,P40150,0,0,0.70494926
P39734,Q07732,1,0,0.70483404
O13518,P49687,0,0,0.70444584
P36125,P32790,1,0,0.7044444
P87274,Q08975,0,0,0.7043904
Q12232,Q12415,0,0,0.7043417
P00425,Q12349,1,0,0.7041922
P38072,P24869,1,0,0.70353836
Q12445,P53292,0,0,0.70334035
P11710,P21691,1,0,0.7032067
P34240,P33333,0,0,0.7031611
Q08023,Q02630,1,0,0.70299137
P32465,P53046,0,0,0.702677
Q03795,P00431,0,0,0.7025448
Q06538,P38328,1,0,0.70254457
P43560,P29055,1,0,0.70236135
Q12275,P38692,0,0,0.70180756
P40350,P14771,0,0,0.70159376
Q12359,Q07804,0,0,0.7014457
P36169,P53135,0,0,0.7012198
Q05787,P00175,0,0,0.7009915
Q03370,P40054,1,0,0.7008865
Q03697,Q12202,1,0,0.7007506
P36062,P53870,0,0,0.7003741
Q12142,P35210,0,0,0.7003036
Q06148,P37263,1,0,0.70013195
Q03944,P25491,1,0,0.70011383
P53322,P08468,1,0,0.69998914
P04840,P25364,0,0,0.6997088
P40438,P07703,0,0,0.69961035
P25574,Q04951,0,0,0.69931716
Q05998,P54858,1,0,0.69921416
P38244,P30902,0,0,0.69918
Q06644,P32337,0,0,0.69898605
Q04370,Q05568,1,0,0.6988272
P25358,Q08271,1,0,0.69825155
