tmp,nontmp,real_label,predict_label,predict
P40238,P40225,1,0,0.89683175
Q8WXF7,Q9UBP0,1,0,0.8966845
Q9H6L5,A1YPR0,1,0,0.89613163
P08069,P27986,1,0,0.89570355
P13569,P31948,1,0,0.89493406
P36898,P43026,1,0,0.8944305
P19022,Q14CX7,1,0,0.89435995
P20333,P39429,1,0,0.8942414
P16234,P04085,1,0,0.8942383
P21802,O15520,1,0,0.8940796
P36898,P22004,1,0,0.89343387
P35408,P12931,1,0,0.89324045
P35462,Q9Y678,1,0,0.89295954
P37172,P22004,1,0,0.892612
P01375,O88351,1,0,0.8924193
Q924X6,P02749,1,0,0.8923994
P08581,Q04756,1,0,0.8919834
P13612,P49023,1,0,0.891671
O75460,P08107,1,0,0.8914726
P22607,P21781,1,0,0.89119756
P25445,P12931,1,0,0.89111555
Q8N697,Q9HC29,1,0,0.8896335
O75379,Q96JG6,1,0,0.8891268
P34971,Q99962,1,0,0.8881432
P36895,P22004,1,0,0.8878218
P25942,Q60803,1,0,0.8875876
P25116,P00734,1,0,0.8867035
P06213,O43739,1,0,0.8857739
P08588,P32121,1,0,0.88573635
Q02763,O08538,1,0,0.8855685
P40189,Q62120,1,0,0.88468635
Q9Y2A7,Q92558,1,0,0.8846636
O95140,O60260,1,0,0.8840084
Q02763,O15123,1,0,0.88367
P22455,P05230,1,0,0.8833479
Q80U63,O60260,1,0,0.8831284
P06127,P06239,1,0,0.8827653
P21802,P05230,1,0,0.88236725
Q9UN42,Q9CSN1,1,0,0.88219404
Q15836,Q96JG6,1,0,0.8819735
Q9Y2A7,P63000,1,0,0.8814299
Q12772,O75586,1,0,0.88115114
P21802,P10767,1,0,0.88114977
P08581,O88838,1,0,0.88030076
P37023,P02750,1,0,0.8801924
Q8NC44,Q9H492,1,0,0.87958014
P25942,Q12933,1,0,0.8794836
P42701,P29459,1,0,0.8793253
P57764,P49662,1,0,0.8787804
Q8NC44,Q9GZQ8,1,0,0.8777592
P06213,P32121,1,0,0.8775965
P17181,P23458,1,0,0.8770261
Q7Z434,O95786,1,0,0.87659323
P32239,P01350,1,0,0.87630016
Q16891,Q9GZM8,1,0,0.8761153
P48023,P16333,1,0,0.876078
O75460,P62988,1,0,0.8755375
Q01887,P35222,1,0,0.87552595
P16471,P01236,1,0,0.8744588
P52583,P62993,1,0,0.8739536
Q15303,P62988,1,0,0.873932
P01375,Q80TQ2,1,0,0.87358147
P43220,P49407,1,0,0.87264216
O00461,Q7BQ98,1,0,0.8726181
O14669,P46937,1,0,0.87258554
P34971,Q99963,1,0,0.8720841
O60462,P97953,1,0,0.8715688
P05067,P02766,1,0,0.87150633
P25942,Q13114,1,0,0.87067115
P21802,P21781,1,0,0.87047493
P37023,P01137,1,0,0.87032205
P55899,P02768,1,0,0.8699143
Q8NC44,Q9H0R8,1,0,0.86958504
P36046,Q14061,1,0,0.86953115
Q9NVI7,Q9QZH6,1,0,0.86939347
Q7Z434,Q07021,1,0,0.86918014
Q32MD9,P55211,1,0,0.869115
Q9P2W9,Q9P2Y5,1,0,0.86876607
P97484,Q9UKU9,1,0,0.8668391
P02786,Q9UID3,1,0,0.8665845
Q03348,P21741,1,0,0.866544
P48023,Q14790,1,0,0.8664726
Q99523,P28799,1,0,0.8663242
P24394,P35225,1,0,0.86542267
P48546,P09681,1,0,0.865383
Q9H6L5,P61254,1,0,0.8652667
Q99523,P30533,1,0,0.86487126
P25942,P39429,1,0,0.86419594
P18850,P07823,1,0,0.86331475
P00533,P14174,1,0,0.8632617
P00533,P51149,1,0,0.86286736
P00533,P62988,1,0,0.8620324
Q9BZW8,Q14155,1,0,0.8618554
Q14956,Q13882,1,0,0.86153644
Q9NPH3,Q13114,1,0,0.86135375
P70280,Q96NW4,1,0,0.8612279
P00533,P62991,1,0,0.8611119
P36956,O75586,1,0,0.8608368
Q9TUF9,P43405,1,0,0.86018395
P28223,P53041,1,0,0.85993177
Q9UKV5,P60605,1,0,0.8586104
Q86WV6,Q14164,1,0,0.85819614
P54830,Q16539,1,0,0.8579237
P37173,P02750,1,0,0.85777515
P13747,P27797,1,0,0.85719264
P57764,P70343,1,0,0.8571001
P03372,Q9CQ39,1,0,0.856686
Q92956,Q12933,1,0,0.8564557
Q13873,P12644,1,0,0.8562637
P12830,P35222,1,0,0.85602105
Q9P2W9,Q6NUQ1,1,0,0.85565853
Q03167,P61812,1,0,0.85555553
P35462,P48444,1,0,0.8553877
P10912,P01241,1,0,0.8550045
Q16625,P24723,1,0,0.8541672
O75844,P02545,1,0,0.8522042
P70280,O14617,1,0,0.8520974
Q9H6L5,Q9H492,1,0,0.85205424
P01130,D3ZAR1,1,0,0.8513911
P32927,P05113,1,0,0.8501094
Q9H6L5,Q9GZQ8,1,0,0.8498881
P32927,P08700,1,0,0.849771
P27824,P04601,1,0,0.84965193
P36894,P12643,1,0,0.849115
Q28269,P24723,1,0,0.84796894
Q5JTV8,Q5JU69,1,0,0.8479032
P28223,Q13084,1,0,0.8478116
Q9UBV2,Q9Y679,1,0,0.84742594
P00533,P62974,1,0,0.84742063
Q12772,P49336,1,0,0.8473027
Q86WV6,P09913,1,0,0.84712523
Q9H5V8,P06241,1,0,0.8470417
P01730,P03407,1,0,0.8469683
P37023,P10600,1,0,0.84685254
P01375,Q60680,1,0,0.8465308
P37173,P01137,1,0,0.84638023
P08069,Q14620,1,0,0.84624165
P51787,Q9Y4K3,1,0,0.84465784
P24394,P05112,1,0,0.8442225
Q14432,P10644,1,0,0.8436096
P36888,P62991,1,0,0.8426237
P40189,P05231,1,0,0.84172225
Q61180,P62988,1,0,0.8416052
P36941,P01374,1,0,0.8408602
P05067,P02649,1,0,0.84077466
Q9H5V8,P07947,1,0,0.84071493
P19022,P46940,1,0,0.84053415
P13945,Q99961,1,0,0.8402827
Q9H6L5,Q9H0R8,1,0,0.84018946
P25942,O08863,1,0,0.8401519
Q8NC44,O95166,1,0,0.8399738
Q96AJ9,Q96JG6,1,0,0.83873117
P15941,Q16665,1,0,0.83772707
P25101,P12931,1,0,0.83748984
P08069,Q92569,1,0,0.8370743
O14786,Q14563,1,0,0.83696455
Q9HCN6,P07948,1,0,0.8361962
P01375,O88522,1,0,0.8357957
Q9HCN6,P08631,1,0,0.83477044
P03372,Q92993,1,0,0.8342273
Q13873,P18075,1,0,0.8336414
P25445,P06239,1,0,0.83260226
P18850,Q3U182,1,0,0.832517
P00533,P62993,1,0,0.8318764
P06213,P62988,1,0,0.8311602
P56817,P04925,1,0,0.83074886
P10415,Q99933,1,0,0.829787
P35739,P23560,1,0,0.8285605
O60603,P08571,1,0,0.82849276
O60500,P32121,1,0,0.82816106
P28223,O00303,1,0,0.8272415
Q99062,P04141,1,0,0.82674325
P42703,P15018,1,0,0.82621664
P36956,Q8R3L8,1,0,0.8257729
P08581,P14210,1,0,0.8256208
P35408,P49407,1,0,0.8256107
Q9UBV2,Q96CS3,1,0,0.8251069
P22460,P63279,1,0,0.8239701
Q08462,P08752,1,0,0.82307386
Q9UKV5,P62988,1,0,0.82292426
Q9P2W9,O43264,1,0,0.8226502
Q86WV6,Q9UHD2,1,0,0.8224548
P36956,P49336,1,0,0.8223684
P08581,Q08048,1,0,0.82193214
Q9H6L5,P60520,1,0,0.8218981
Q64729,P63010,1,0,0.8218733
P08887,P05231,1,0,0.82163024
O88703,Q8IYB4,1,0,0.8213731
O60238,P22736,1,0,0.8210654
O43889,O00268,1,0,0.8198636
P37173,P10600,1,0,0.8194767
P21802,P62993,1,0,0.819374
P28223,P18654,1,0,0.81875634
P04488,P01857,1,0,0.8170599
P28223,P51812,1,0,0.8169327
P42702,P13725,1,0,0.8167361
P35462,Q99961,1,0,0.81640995
P01135,Q969F2,1,0,0.81606805
P08913,Q99961,1,0,0.8158788
Q8N423,Q9UKU9,1,0,0.8154501
Q7Z434,Q13114,1,0,0.815093
P27038,P08476,1,0,0.8135422
P27037,P08476,1,0,0.81331176
P19438,P39429,1,0,0.8129842
P20333,P01374,1,0,0.8126639
P40189,P13725,1,0,0.81263787
P42702,P15018,1,0,0.81234455
Q99665,P43432,1,0,0.81228244
P09958,Q9Z1W4,1,0,0.8119086
P10721,P62991,1,0,0.8116174
O60462,P15692,1,0,0.81151164
P18850,Q53ET0,1,0,0.81124026
P10415,Q13625,1,0,0.81120765
P48023,Q13158,1,0,0.810426
P48551,P01563,1,0,0.80920553
Q07817,Q13625,1,0,0.8091682
Q9UBV2,Q8IWF2,1,0,0.80833817
P01130,P02749,1,0,0.80814457
Q86WV6,P03255,1,0,0.806648
P51436,Q99961,1,0,0.8064654
P01375,Q9NY59,1,0,0.8064563
P12830,Q9H0H5,1,0,0.8058424
Q9H6L5,O95166,1,0,0.8053975
Q9NPH3,Q9Y4K3,1,0,0.8047243
Q01973,P41221,1,0,0.8047159
P00533,Q03135,1,0,0.8033123
Q86WV6,P09914,1,0,0.80256176
O43752,Q9UID3,1,0,0.80237234
Q9HCN6,Q06187,1,0,0.80138135
P48551,P01562,1,0,0.80062324
P27038,P05111,1,0,0.8004882
Q12772,Q60431,1,0,0.80032027
P20963,P43403,1,0,0.79911894
Q6URK6,P23381,1,0,0.79698163
P19438,Q12931,1,0,0.7956237
Q13651,P17150,1,0,0.79439205
P25445,P07947,1,0,0.7940352
Q05438,P12644,1,0,0.79389966
Q5T4F4,P18067,1,0,0.79375243
Q03518,P03170,1,0,0.7935363
Q3U4G3,P00740,1,0,0.7933519
P13569,P62988,1,0,0.79331106
Q5T4F4,P51149,1,0,0.7929851
P01375,Q9BYM8,1,0,0.79274136
P27038,P12643,1,0,0.7926941
P09603,P03228,1,0,0.79268813
P27037,P12643,1,0,0.79244447
Q99665,P29459,1,0,0.7921597
P05067,P22303,1,0,0.79202735
P36956,P62988,1,0,0.7909155
Q8N6P7,Q9GZX6,1,0,0.7908603
P13945,Q99962,1,0,0.79015553
Q15768,P97318,1,0,0.78930616
Q01638,O95760,1,0,0.78877175
Q9Y5N1,Q99961,1,0,0.78867745
Q13651,P22301,1,0,0.78847885
Q9Y3Q4,Q8IYB4,1,0,0.7879931
P48551,P32881,1,0,0.7876928
Q4KMG0,P97812,1,0,0.7875156
P33151,P23381,1,0,0.78742814
P03372,P62988,1,0,0.78731996
Q7Z434,Q86UT6,1,0,0.7868287
P19235,P01588,1,0,0.78652513
Q9H6L5,P62491,1,0,0.7859766
Q9K0U9,P02787,1,0,0.7857243
P31994,P17931,1,0,0.7848643
P97484,Q86XS5,1,0,0.78480095
P25445,Q14790,1,0,0.78457475
O14735,Q5SQX6,1,0,0.78442436
P36895,P12644,1,0,0.78395957
Q8R455,P50148,1,0,0.7835798
Q9BXM7,P62988,1,0,0.78236026
P26006,Q14192,1,0,0.7821691
Q13651,P03180,1,0,0.78121907
Q28685,P62993,1,0,0.78098184
Q9QWJ9,P15692,1,0,0.77979994
Q9NPH3,P01584,1,0,0.77859306
O14786,P15692,1,0,0.77845037
Q16570,P09341,1,0,0.7784202
Q9H2S1,P35609,1,0,0.7779541
Q5JTV8,O14656,1,0,0.7772518
O60499,Q9UID3,1,0,0.7754746
P36897,P02750,1,0,0.7753941
P42866,P04899,1,0,0.77481806
P10721,P62993,1,0,0.7746893
Q9HCN6,P06241,1,0,0.77327776
Q99835,P68198,1,0,0.7705297
P01375,P70191,1,0,0.77041614
P36956,Q60431,1,0,0.7697988
P28223,Q15165,1,0,0.7696079
Q9P1Z3,P08393,1,0,0.7695701
Q62897,Q9NZI2,1,0,0.76921594
P01375,Q12933,1,0,0.76888835
P48551,P01569,1,0,0.76873684
Q9NNX6,P35829,1,0,0.7686165
Q8J025,P56704,1,0,0.7685449
Q99062,P09919,1,0,0.76811326
Q16891,P62988,1,0,0.76805294
P23634,P02593,1,0,0.76736116
Q99835,P62991,1,0,0.7673038
P32302,P13236,1,0,0.76677334
P28223,P15104,1,0,0.7663004
Q9HCN6,P07947,1,0,0.76474726
Q86VR2,Q9H492,1,0,0.764282
P36898,P18075,1,0,0.7637905
P13945,Q99963,1,0,0.76377046
Q777A4,O14920,1,0,0.7629806
Q16625,P25774,1,0,0.76150036
P28223,P32121,1,0,0.7614826
Q86VR2,Q9GZQ8,1,0,0.76119095
P01375,Q60769,1,0,0.7610514
P35462,Q99962,1,0,0.76092184
P28223,O96000,1,0,0.7607754
P22460,P55854,1,0,0.7605872
P08913,Q99962,1,0,0.7602774
P11166,P27797,1,0,0.7602713
Q15256,Q16539,1,0,0.76011777
P22460,P63165,1,0,0.7600316
Q13586,Q03135,1,0,0.7598609
P36897,P01137,1,0,0.75925136
P58335,P62988,1,0,0.7582867
P18089,Q99961,1,0,0.7578285
P54764,O43921,1,0,0.75774515
P35367,Q99961,1,0,0.75626147
O75379,Q9UID3,1,0,0.7559438
P22460,P62988,1,0,0.7556241
P54764,P52798,1,0,0.7553842
Q99062,P09920,1,0,0.7545048
Q5JTV8,O14657,1,0,0.7542158
P48357,P41159,1,0,0.753652
P17181,P01563,1,0,0.7528443
Q16620,Q03114,1,0,0.75247204
P22460,P61956,1,0,0.75245625
O95140,P62988,1,0,0.7521152
P98155,P30533,1,0,0.7520238
Q7Z419,O15350,1,0,0.75063974
Q7Z434,O94817,1,0,0.7505663
P51810,P62988,1,0,0.75048083
Q3U7R1,P49615,1,0,0.75041664
P25445,Q13546,1,0,0.7493911
O00206,P49278,1,0,0.7493579
Q8BWF2,Q92934,1,0,0.74929714
P01375,Q9H0F6,1,0,0.74921966
P19438,Q15628,1,0,0.7489153
P51436,Q99962,1,0,0.7488961
Q86WV6,P06788,1,0,0.74857605
P36896,P08476,1,0,0.74843657
P14784,P60568,1,0,0.74783134
Q86VR2,Q9H0R8,1,0,0.74746466
P13726,P07237,1,0,0.74553454
P06213,P62330,1,0,0.74536765
Q7Z434,Q9Y4K3,1,0,0.7451588
P16871,P13232,1,0,0.74490994
P40223,P09919,1,0,0.7448452
P25101,P49407,1,0,0.74463964
P01375,P39429,1,0,0.74366057
P35739,P01138,1,0,0.7426317
P51686,O35903,1,0,0.7421483
P51686,O15444,1,0,0.74067706
P05023,Q8BVQ5,1,0,0.7400976
P06498,P42224,1,0,0.74007773
P49682,P51671,1,0,0.7398995
P31424,P62158,1,0,0.73967195
Q16620,P23560,1,0,0.7395544
O75880,Q14061,1,0,0.7391529
P40189,P20809,1,0,0.7385955
Q96NY8,P84090,1,0,0.7379441
P14784,P40933,1,0,0.73710334
Q99MI6,Q92934,1,0,0.73691154
P25446,Q13158,1,0,0.73601806
P20963,P06239,1,0,0.7358006
P29317,P35222,1,0,0.7356927
P56962,O95721,1,0,0.735267
Q01113,P15248,1,0,0.734625
P49682,P80098,1,0,0.73405755
P19438,P13498,1,0,0.7323202
P35462,Q99963,1,0,0.73210716
P35348,P29066,1,0,0.7319498
P08913,Q99963,1,0,0.73141223
P01375,Q9QZL0,1,0,0.73091257
P01375,Q62073,1,0,0.7308647
P30989,P30990,1,0,0.7301326
Q16570,P10145,1,0,0.7292807
Q13683,Q14192,1,0,0.72914505
Q8IYV9,A6ND01,1,0,0.7288089
P13612,Q8IZP0,1,0,0.727686
Q9Y5N1,Q99962,1,0,0.72760415
P49682,P13501,1,0,0.72721267
P17181,P32881,1,0,0.7271195
Q9P0J0,P16749,1,0,0.7224319
P08173,Q99961,1,0,0.72242546
O43752,O95721,1,0,0.7222129
P36897,P10600,1,0,0.72209895
P32302,P13501,1,0,0.721252
P32302,P10147,1,0,0.7200432
P42261,P62136,1,0,0.71935344
P51436,Q99963,1,0,0.71916723
P03139,O75843,1,0,0.71893686
Q14739,P83916,1,0,0.71646297
P05141,Q9QZH6,1,0,0.7164506
P19438,P63000,1,0,0.7162504
P42702,P26441,1,0,0.71563685
P13726,P08709,1,0,0.7153343
P19438,Q13546,1,0,0.7149986
P12830,P25146,1,0,0.7145978
Q9UKV5,P55072,1,0,0.71412885
Q99523,P23560,1,0,0.71404845
P32248,O00585,1,0,0.71381325
P04629,P01138,1,0,0.71323514
Q08334,P22301,1,0,0.7127395
P18850,Q9NR31,1,0,0.71263766
Q8N423,Q86XS5,1,0,0.7122608
P49682,Q99616,1,0,0.7111285
P46092,Q9Z1X0,1,0,0.710378
P50402,Q6UYC3,1,0,0.71015304
P20309,P49798,1,0,0.71005225
Q96RD7,P55210,1,0,0.70929706
P29320,P52803,1,0,0.70643425
P13612,P84092,1,0,0.7061607
Q9HCN6,P46109,1,0,0.70585895
Q9BXN2,P17931,1,0,0.70583236
P25445,Q13158,1,0,0.70582414
P02786,P61769,1,0,0.70458174
Q7Z434,P61964,1,0,0.7019226
P32300,P62988,1,0,0.7001734
Q86VR2,O95166,1,0,0.6997008
P97792,P19793,1,0,0.69649875
P48546,P01275,1,0,0.6963277
P31785,P13232,1,0,0.6959231
O00206,Q9Y6Y9,1,0,0.6958416
P17301,Q14192,1,0,0.6956742
C3RSF2,P60484,1,0,0.6950864
Q08334,Q9GZX6,1,0,0.69491535
P01375,O89110,1,0,0.6944701
O00180,P63279,1,0,0.69386655
C3RSF2,O08586,1,0,0.6934011
Q9JI59,P25774,1,0,0.692713
P18089,Q99962,1,0,0.691329
Q7Z434,Q96EQ8,1,0,0.69118553
P19438,P01374,1,0,0.6904268
Q7Z434,Q9H1Y0,1,0,0.6900174
P35367,Q99962,1,0,0.6895081
